Columns: lon lat depth mrr mtt mpp mrt mrp mtp iexp name lon lat str1 dip1 rake1 str2 dip2 rake2 sc iexp name

95.21 2.67 24 1.25 -0.81 -0.45 1.74 -1.91 0.82 25 X Y 200503301619A 2.67 298 14 72 137 76 95 2.920 25 200503301619A
95.25 2.54 25 1.22 -0.73 -0.49 2.23 -2.34 1.18 24 X Y 200503301729A 2.54 303 13 77 136 78 93 3.569 24 200503301729A
97.08 1.03 31 2.06 -1.15 -0.91 1.88 -0.77 1.80 23 X Y 200503302312A 1.03 334 29 123 117 66 73 3.213 23 200503302312A
94.19 5.46 39 3.49 -0.82 -2.67 0.16 -0.72 0.40 23 X Y 200503302317A 5.46 348 38 90 168 52 90 3.208 23 200503302317A
96.91 1.14 37 3.29 -1.16 -2.13 0.58 0.04 0.34 23 X Y 200503302319A 1.14 349 44 101 154 47 80 2.805 23 200503302319A
96.49 1.68 39 2.13 -1.43 -0.70 0.71 -0.31 0.75 23 X Y 200503302325A 1.68 304 35 94 119 55 87 2.158 23 200503302325A
96.84 1.50 24 2.83 -3.46 0.63 4.68 -4.20 3.47 23 X Y 200503302340A 1.50 271 21 49 135 75 104 7.605 23 200503302340A
96.84 1.50 24 2.83 -3.46 0.63 4.68 -4.20 3.47 23 X Y 200503302340A 1.24 327 20 103 134 70 85 7.514 23 200503310448A
96.84 1.24 26 4.12 -1.60 -2.52 4.23 -3.94 3.37 23 X Y 200503310448A 1.50 271 21 49 135 75 104 7.605 23 200503302340A
96.84 1.24 26 4.12 -1.60 -2.52 4.23 -3.94 3.37 23 X Y 200503310448A 1.24 327 20 103 134 70 85 7.514 23 200503310448A
96.81 1.45 25 2.24 -1.32 -0.91 4.21 -3.49 2.00 24 X Y 200503310723A 1.45 317 13 97 130 77 88 6.092 24 200503310723A
96.14 2.65 24 -2.25 -0.40 2.65 1.71 -1.02 -0.57 23 X Y 200503310830A 2.65 194 37 -45 323 65 -118 3.222 23 200503310830A
94.54 5.09 36 1.44 -0.19 -1.25 0.06 -0.66 0.47 23 X Y 200503311427A 5.09 333 33 79 166 57 97 1.580 23 200503311427A
96.94 1.21 30 2.33 -0.89 -1.44 1.20 -1.11 1.56 23 X Y 200503311629A 1.21 325 29 99 135 61 85 3.022 23 200503311629A
97.57 0.29 18 1.55 -1.31 -0.24 1.31 -0.35 0.87 23 X Y 200503311802A 0.29 311 27 109 110 65 81 2.157 23 200503311802A
96.83 1.39 31 1.75 -0.46 -1.29 0.54 -0.28 0.33 23 X Y 200503311914A 1.39 349 38 106 149 54 78 1.680 23 200503311914A
97.15 0.51 17 0.20 -1.76 1.56 0.04 -1.73 2.78 23 X Y 200504010049A 0.51 256 63 7 163 84 153 3.671 23 200504010049A
96.18 2.35 12 0.71 -0.20 -0.51 1.55 -1.49 0.54 23 X Y 200504010740A 2.35 337 11 112 134 80 86 2.302 23 200504010740A
96.34 2.80 12 -6.12 2.88 3.24 1.55 1.00 3.35 23 X Y 200504011037A 2.80 39 37 -97 228 53 -85 6.533 23 200504011037A
96.57 2.93 22 -1.70 0.63 1.08 0.53 -0.98 0.64 23 X Y 200504011058A 2.93 232 39 -55 10 59 -115 1.909 23 200504011058A
96.65 2.20 36 1.40 -1.00 -0.40 0.65 -0.67 1.29 23 X Y 200504011418A 2.20 301 31 79 134 59 97 1.953 23 200504011418A
96.92 2.86 35 2.14 -1.08 -1.06 1.26 -1.51 1.04 23 X Y 200504011450A 2.86 311 24 83 138 66 93 2.895 23 200504011450A
96.90 0.14 12 -0.93 0.07 0.86 0.40 1.06 -0.61 23 X Y 200504011527A 0.14 306 34 -142 182 70 -62 1.564 23 200504011527A
97.23 1.16 21 2.47 -1.75 -0.72 2.52 -2.57 3.30 23 X Y 200504011724A 1.16 297 23 70 138 68 98 5.049 23 200504011724A
97.17 0.75 12 1.35 -3.05 1.70 1.37 -0.44 1.82 23 X Y 200504020337A 0.75 335 78 -171 243 81 -12 3.184 23 200504020337A
96.35 2.68 19 -3.10 1.32 1.78 -1.20 -0.21 1.57 23 X Y 200504021624A 2.68 209 38 -110 54 55 -75 3.346 23 200504021624A
92.97 2.44 15 0.40 -1.41 1.01 -2.17 -2.80 -9.00 23 X Y 200504022217A 2.44 95 74 -171 3 81 -16 9.671 23 200504022217A
97.74 1.81 46 1.98 -0.90 -1.08 1.75 -1.12 1.19 25 X Y 200504030310A 1.81 329 24 111 127 68 81 2.945 25 200504030310A
96.81 1.16 20 2.05 -0.52 -1.53 1.68 -2.06 1.25 23 X Y 200504031020A 1.16 331 20 99 142 70 87 3.459 23 200504031020A
95.64 2.46 39 1.43 -2.44 1.01 1.38 -1.14 2.58 23 X Y 200504031116A 2.46 252 58 8 158 83 147 3.465 23 200504031116A
96.32 2.89 18 5.30 -1.24 -4.06 0.75 1.68 -2.13 23 X Y 200504031221A 2.89 210 35 92 27 55 88 5.564 23 200504031221A
93.71 9.75 12 -4.33 0.51 3.82 -4.30 -1.24 3.90 23 X Y 200504031442A 9.75 184 37 -140 60 67 -60 7.199 23 200504031442A
96.72 1.98 35 1.20 -0.96 -0.24 0.86 -0.64 1.14 23 X Y 200504032023A 1.98 305 27 89 127 63 91 1.841 23 200504032023A
97.17 1.00 33 1.66 -0.48 -1.19 0.49 -0.58 -0.01 23 X Y 200504032231A 1.00 7 34 108 165 58 78 1.592 23 200504032231A
97.76 1.49 36 1.65 -0.60 -1.05 1.71 -1.63 1.06 24 X Y 200504040433A 1.49 329 19 104 135 72 85 2.959 24 200504040433A
97.17 1.18 31 2.07 -0.89 -1.17 1.13 -0.03 1.33 23 X Y 200504041105A 1.18 337 39 122 119 58 67 2.505 23 200504041105A
94.73 4.75 43 -1.44 1.32 0.11 0.21 -0.39 0.60 23 X Y 200504041937A 4.75 51 47 -114 264 48 -67 1.575 23 200504041937A
97.59 2.04 66 0.68 -0.73 0.05 0.56 -0.02 0.94 23 X Y 200504042100A 2.04 340 46 148 93 68 48 1.241 23 200504042100A
94.22 4.91 38 1.76 -1.15 -0.61 0.61 -0.45 1.28 23 X Y 200504050219A 4.91 311 35 92 128 55 88 2.114 23 200504050219A
96.75 0.19 16 -1.33 0.36 0.97 -0.51 0.38 -0.68 23 X Y 200504050712A 0.19 336 34 -75 138 57 -100 1.513 23 200504050712A
97.00 1.58 43 3.01 -4.82 1.80 2.32 -1.25 5.04 23 X Y 200504050937A 1.58 344 81 -171 253 81 -10 6.341 23 200504050937A
96.20 1.97 42 0.76 -1.27 0.51 1.22 -0.39 1.70 23 X Y 200504051301A 1.97 348 55 174 82 85 35 2.222 23 200504051301A
96.15 2.37 28 2.80 -0.21 -2.59 0.14 -0.68 -0.17 23 X Y 200504061011A 2.37 7 38 96 180 52 86 2.789 23 200504061011A
96.58 1.70 40 1.55 -1.55 -0.00 1.38 -0.76 1.79 23 X Y 200504062319A 1.70 314 27 105 117 63 82 2.661 23 200504062319A
96.98 1.09 23 2.78 -0.90 -1.88 2.23 -1.53 1.95 23 X Y 200504070221A 1.09 338 27 116 129 66 78 4.123 23 200504070221A
96.33 0.30 21 -2.97 0.40 2.56 -0.40 0.69 -1.23 23 X Y 200504070654A 0.30 337 38 -88 154 52 -92 3.146 23 200504070654A
97.31 0.52 12 1.47 -3.12 1.65 -0.12 -0.80 0.56 24 X Y 200504071146A 0.52 134 62 149 239 63 31 2.796 24 200504071146A
97.40 0.88 35 0.70 -0.74 0.03 -0.39 -0.10 0.16 24 X Y 200504071150A 0.88 114 33 111 269 59 77 0.837 24 200504071150A
96.88 1.30 26 2.55 -0.77 -1.78 1.79 -3.26 1.86 23 X Y 200504071523A 1.30 312 20 73 150 71 96 4.707 23 200504071523A
96.83 1.15 36 2.40 -1.13 -1.27 1.19 -1.18 1.63 23 X Y 200504071640A 1.15 317 29 92 135 61 89 3.107 23 200504071640A
97.34 0.50 12 1.14 -4.03 2.89 0.65 0.06 1.41 24 X Y 200504080151A 0.50 326 82 -179 236 89 -8 3.781 24 200504080151A
96.78 1.19 34 0.74 -0.27 -0.47 0.38 -0.37 0.44 24 X Y 200504090341A 1.19 326 28 98 137 62 86 0.944 24 200504090341A
96.94 1.14 29 2.04 -0.36 -1.68 0.90 -0.43 0.57 23 X Y 200504091903A 1.14 353 37 115 143 57 73 2.189 23 200504091903A
96.48 1.92 24 0.73 -0.39 -0.33 0.75 -0.83 0.50 25 X Y 200504110611A 1.92 308 18 81 137 72 93 1.371 25 200504110611A
96.50 1.87 24 0.95 -0.55 -0.40 0.89 -0.80 0.53 24 X Y 200504110904A 1.87 310 20 89 132 70 90 1.545 24 200504110904A
96.39 1.93 50 0.61 -2.36 1.75 0.07 -2.16 1.59 23 X Y 200504110953A 1.93 250 55 16 151 77 144 3.385 23 200504110953A
93.62 3.34 14 1.75 -0.59 -1.16 0.16 0.53 1.00 23 X Y 200504130312A 3.34 129 42 68 337 52 108 1.918 23 200504130312A
96.34 2.88 12 0.95 -0.05 -0.90 0.10 0.59 -0.16 24 X Y 200504151308A 2.88 191 29 91 10 61 89 1.115 24 200504151308A
96.73 0.98 24 0.99 -0.27 -0.72 0.37 -0.93 0.56 23 X Y 200504152132A 0.98 316 24 73 155 67 98 1.449 23 200504152132A
97.46 1.67 34 2.00 -0.62 -1.38 3.11 -1.85 1.39 25 X Y 200504161638A 1.67 344 19 129 124 75 78 4.260 25 200504161638A
97.75 0.31 12 -0.36 -0.05 0.41 0.62 -1.32 -0.14 24 X Y 200504171343A 0.31 178 8 -67 335 82 -93 1.511 24 200504171343A
97.12 0.87 30 2.27 -0.70 -1.57 1.73 -1.93 1.33 23 X Y 200504181325A 0.87 330 22 99 139 69 86 3.535 23 200504181325A
96.00 1.78 42 2.06 -2.08 0.02 1.90 -1.20 2.76 23 X Y 200504191510A 1.78 313 27 101 120 64 84 3.768 23 200504191510A
95.74 2.40 25 2.95 -2.38 -0.57 5.34 -4.36 2.21 23 X Y 200504231031A 2.40 295 13 77 129 77 93 7.693 23 200504231031A
96.22 2.09 36 0.91 -0.73 -0.18 0.82 -0.28 0.70 23 X Y 200504241059A 2.09 321 28 115 112 65 77 1.372 23 200504241059A
97.01 0.83 21 2.57 -1.61 -0.96 3.68 -4.11 2.65 23 X Y 200504250129A 0.83 298 16 71 138 75 95 6.419 23 200504250129A
93.87 3.08 21 2.11 -0.65 -1.46 -0.15 -1.02 0.58 23 X Y 200504250318A 3.08 323 34 70 166 58 103 2.176 23 200504250318A
96.80 2.27 31 0.89 -0.76 -0.12 0.42 -0.86 0.76 23 X Y 200504251358A 2.27 277 32 45 146 68 114 1.468 23 200504251358A
97.11 0.48 12 -0.62 0.37 0.25 0.53 0.00 -0.39 24 X Y 200504252018A 0.48 152 33 -51 288 65 -112 0.847 24 200504252018A
97.45 0.47 31 -1.12 1.77 -0.66 0.91 -0.34 -1.45 23 X Y 200504252022A 0.47 154 45 -30 266 69 -131 2.063 23 200504252022A
97.28 0.43 13 -4.87 2.06 2.82 3.83 -4.53 -2.29 23 X Y 200504252140A 0.43 140 20 -90 320 70 -90 7.641 23 200504252140A
94.04 7.74 12 -2.13 -0.31 2.44 0.38 -1.20 1.00 23 X Y 200504261401A 7.74 219 37 -57 360 59 -113 2.788 23 200504261401A
97.01 1.14 19 3.44 -1.46 -1.98 5.84 -5.02 2.11 23 X Y 200504261718A 1.14 327 13 106 131 77 86 8.521 23 200504261718A
93.14 4.22 12 1.15 -0.10 -1.05 -0.29 -0.22 0.51 24 X Y 200504270345A 4.22 320 46 66 173 49 113 1.268 24 200504270345A
93.72 8.66 18 -2.44 -0.23 2.67 1.02 -0.56 1.41 23 X Y 200504271404A 8.66 227 50 -53 358 52 -125 3.144 23 200504271404A
96.55 1.84 23 1.16 -0.73 -0.43 1.50 -1.59 0.75 25 X Y 200504281407A 1.84 301 15 75 136 75 94 2.520 25 200504281407A
96.76 1.75 29 0.69 -0.36 -0.33 0.61 -0.58 0.43 24 X Y 200504301317A 1.75 315 21 91 134 69 89 1.115 24 200504301317A
97.85 0.95 16 -1.32 0.03 1.29 0.20 0.66 -0.24 23 X Y 200505011200A 0.95 338 34 -110 181 59 -77 1.496 23 200505011200A
96.95 1.18 29 1.24 -0.62 -0.62 0.67 -1.15 0.89 23 X Y 200505021203A 1.18 300 25 66 146 67 101 1.916 23 200505021203A
95.43 1.96 40 1.57 -1.07 -0.50 0.63 -0.55 0.92 23 X Y 200505030729A 1.96 304 32 86 129 58 92 1.858 23 200505030729A
96.89 0.23 15 -0.94 -3.03 3.97 -2.35 -1.89 -4.49 23 X Y 200505040042A 0.23 112 67 -164 16 76 -24 6.480 23 200505040042A
96.17 2.80 51 -0.61 -3.43 4.03 1.96 -0.80 3.66 23 X Y 200505040044A 2.80 339 74 -164 245 75 -16 5.658 23 200505040044A
91.64 9.19 12 0.43 0.54 -0.96 0.26 -0.15 -0.07 24 X Y 200505040232A 9.19 41 59 154 146 68 34 0.866 24 200505040232A
94.87 4.60 42 0.01 0.13 -0.13 -0.16 -0.57 -0.93 24 X Y 200505040558A 4.60 89 60 -174 355 84 -30 1.100 24 200505040558A
94.18 5.18 38 2.80 0.12 -2.92 0.78 -1.68 1.68 23 X Y 200505050114A 5.18 337 30 91 155 60 89 3.726 23 200505050114A
94.76 4.85 40 4.74 -2.24 -2.50 2.78 -2.53 2.59 23 X Y 200505090130A 4.85 319 26 95 134 64 88 6.138 23 200505090130A
97.10 0.90 20 1.85 -1.10 -0.74 2.99 -2.63 1.78 23 X Y 200505102222A 0.90 314 15 92 131 75 89 4.589 23 200505102222A
97.00 0.93 22 0.61 -0.30 -0.31 0.51 -0.60 0.34 24 X Y 200505102229A 0.93 312 19 84 139 71 92 1.005 24 200505102229A
97.03 2.91 22 1.28 -0.33 -0.95 0.62 -2.10 -0.17 23 X Y 200505110933A 2.91 17 15 118 167 77 83 2.450 23 200505110933A
94.47 5.01 19 2.02 0.37 -2.39 1.58 -7.18 0.62 23 X Y 200505121604A 5.01 349 9 91 168 81 90 7.695 23 200505121604A
96.10 1.84 41 1.56 -1.75 0.20 1.49 -0.81 2.01 23 X Y 200505122347A 1.84 314 28 107 115 64 81 2.851 23 200505122347A
93.24 5.60 12 -3.46 0.69 2.77 -1.43 0.10 -1.66 23 X Y 200505130423A 5.60 348 42 -63 134 54 -112 3.854 23 200505130423A
93.54 3.60 12 1.69 -0.41 -1.27 0.21 1.34 0.77 23 X Y 200505150032A 3.60 132 32 55 351 64 109 2.169 23 200505150032A
97.73 0.63 22 3.09 -0.42 -2.67 -0.40 -3.24 -0.02 23 X Y 200505160958A 0.63 357 21 83 185 69 93 4.352 23 200505160958A
93.21 5.58 37 0.17 -0.86 0.69 -0.62 0.27 -1.41 25 X Y 200505181137A 5.58 15 67 6 283 85 157 1.749 25 200505181137A
96.74 1.88 12 0.56 -0.41 -0.15 1.60 -1.63 0.32 26 X Y 200505190154A 1.88 290 8 65 135 83 93 2.360 26 200505190154A
97.26 0.49 19 -2.11 1.14 0.97 2.41 -1.02 -0.99 23 X Y 200505192044A 0.49 144 21 -65 298 71 -99 3.339 23 200505192044A
97.86 1.77 49 1.79 -0.14 -1.65 0.34 -0.66 1.13 23 X Y 200505210429A 1.77 331 35 89 152 55 91 2.154 23 200505210429A
97.18 1.09 36 2.34 -1.83 -0.51 2.12 -0.33 3.44 23 X Y 200505210943A 1.09 346 45 149 99 69 50 4.397 23 200505210943A
94.71 5.03 44 2.14 -0.85 -1.29 1.55 -1.46 1.44 24 X Y 200505212301A 5.03 325 24 100 135 66 86 3.160 24 200505212301A
97.26 0.70 33 2.31 -0.97 -1.34 1.07 -0.94 1.59 23 X Y 200505230548A 0.70 323 31 98 134 60 85 2.908 23 200505230548A
94.41 2.48 12 5.59 -3.67 -1.92 2.55 -0.87 2.93 23 X Y 200505240937A 2.48 315 33 103 119 58 81 6.327 23 200505240937A
97.23 1.21 32 0.62 -1.07 0.45 0.32 -0.89 1.10 23 X Y 200505241138A 1.21 257 50 19 155 76 138 1.703 23 200505241138A
95.37 2.49 26 2.10 -1.81 -0.30 3.23 -4.44 2.65 23 X Y 200505251442A 2.49 276 19 43 145 77 104 6.309 23 200505251442A
97.24 1.32 33 1.85 -1.35 -0.50 0.96 -0.90 2.02 23 X Y 200505251847A 1.32 303 31 81 133 59 96 2.757 23 200505251847A
93.19 5.60 15 -0.34 -1.41 1.75 -0.76 -2.45 -2.61 24 X Y 200505261008A 5.60 107 50 -175 14 86 -40 3.997 24 200505261008A
96.66 1.77 24 2.52 -0.51 -2.01 1.11 -1.05 0.31 23 X Y 200505280623A 1.77 358 31 113 152 61 77 2.730 23 200505280623A
96.26 0.77 14 -2.87 0.40 2.47 0.83 -1.16 -1.81 23 X Y 200505310001A 0.77 153 33 -85 327 57 -93 3.501 23 200505310001A
94.57 5.23 21 0.21 0.23 -0.44 -0.26 -1.99 0.15 24 X Y 200505310229A 5.23 311 8 33 188 86 97 2.043 24 200505310229A
94.60 5.21 52 2.77 -0.71 -2.06 1.03 -0.96 0.94 23 X Y 200505310728A 5.21 340 32 103 144 59 82 3.003 23 200505310728A
96.96 1.21 12 2.01 -0.50 -1.51 4.23 -4.34 1.36 24 X Y 200506030042A 1.21 338 11 112 136 80 86 6.462 24 200506030042A
95.05 2.83 18 -0.25 -1.44 1.69 0.58 1.21 1.20 23 X Y 200506031326A 2.83 330 67 168 65 79 23 2.285 23 200506031326A
96.46 1.86 24 0.76 -0.43 -0.32 0.72 -0.71 0.46 25 X Y 200506080628A 1.86 308 19 85 134 71 92 1.290 25 200506080628A
96.83 1.48 25 0.84 -0.55 -0.29 1.76 -1.41 0.63 24 X Y 200506101742A 1.48 310 11 91 129 79 90 2.448 24 200506101742A
97.29 0.80 26 3.82 -1.94 -1.88 5.08 -4.27 2.76 23 X Y 200506110347A 0.80 321 17 100 130 74 87 7.880 23 200506110347A
96.29 1.61 40 0.10 -2.21 2.11 1.19 -1.05 2.66 23 X Y 200506111736A 1.61 249 70 -9 342 82 -159 3.741 23 200506111736A
94.06 7.68 12 -0.59 -0.08 0.67 0.48 -0.62 0.46 24 X Y 200506131928A 7.68 235 41 -32 350 69 -126 1.095 24 200506131928A
94.07 2.75 12 6.93 -3.25 -3.68 -1.31 0.74 3.77 24 X Y 200506131959A 2.75 140 39 96 313 51 85 7.245 24 200506131959A
92.13 7.73 17 -0.85 -0.68 1.53 0.20 -0.47 -1.42 23 X Y 200506161606A 7.73 108 81 176 199 86 9 1.842 23 200506161606A
94.64 5.33 46 0.80 -0.24 -0.56 0.47 -0.33 0.45 24 X Y 200506170237A 5.33 337 30 111 133 62 79 1.022 24 200506170237A
96.69 1.80 24 0.66 -0.44 -0.22 0.61 -0.70 0.48 24 X Y 200506172126A 1.80 296 20 70 138 71 97 1.185 24 200506172126A
93.15 3.71 16 -0.66 -0.85 1.50 0.51 -1.83 -1.81 23 X Y 200506180846A 3.71 103 49 -175 9 86 -42 2.721 23 200506180846A
97.44 1.41 35 0.33 -0.46 0.14 0.33 0.52 1.25 23 X Y 200506181236A 1.41 87 69 19 350 72 157 1.452 23 200506181236A
97.09 1.09 21 2.46 -0.97 -1.49 1.56 -1.71 1.51 23 X Y 200506191244A 1.09 322 24 93 138 66 89 3.490 23 200506191244A
95.94 2.02 36 1.50 -1.09 -0.41 0.62 -0.91 0.59 23 X Y 200506200738A 2.02 288 29 67 134 64 102 1.830 23 200506200738A
94.53 4.75 51 1.23 -0.80 -0.43 0.56 -0.34 0.97 23 X Y 200506201850A 4.75 316 33 99 125 58 84 1.560 23 200506201850A
92.63 6.75 20 1.20 -0.13 -1.07 -0.12 -0.11 0.24 23 X Y 200506210137A 6.75 341 43 81 173 47 98 1.174 23 200506210137A
95.12 4.37 51 0.83 -0.53 -0.30 0.39 -0.47 0.60 24 X Y 200506242145A 4.37 300 29 76 137 62 98 1.111 24 200506242145A
93.18 4.12 12 5.58 -0.75 -4.84 -0.85 -0.60 2.63 23 X Y 200506260429A 4.12 323 45 74 165 47 105 5.956 23 200506260429A
97.20 1.25 22 1.58 -0.66 -0.92 1.13 -0.36 1.11 23 X Y 200506271714A 1.25 338 33 123 120 63 71 2.124 23 200506271714A
91.88 7.79 12 0.00 -1.26 1.25 -0.68 -1.16 -1.47 23 X Y 200506301602A 7.79 112 56 -177 20 88 -34 2.346 23 200506301602A
96.95 1.09 12 0.97 -0.24 -0.73 1.49 -2.42 0.55 23 X Y 200507020910A 1.09 325 10 87 148 80 91 3.022 23 200507020910A
96.93 1.56 16 0.27 -0.11 -0.16 0.85 -0.74 0.17 26 X Y 200507050152A 1.56 329 8 107 131 83 88 1.167 26 200507050152A
95.17 2.20 12 0.90 -1.75 0.85 0.20 2.78 0.80 23 X Y 200507050757A 2.20 81 35 17 337 80 124 3.025 23 200507050757A
93.24 3.88 12 1.54 -0.15 -1.39 0.25 -0.74 0.59 24 X Y 200507052136A 3.88 337 32 87 160 58 92 1.762 24 200507052136A
97.29 0.88 12 0.41 -1.05 0.64 0.69 0.10 0.88 23 X Y 200507082128A 0.88 337 57 171 72 82 33 1.410 23 200507082128A
94.44 2.45 12 1.16 -0.82 -0.34 1.16 0.74 1.08 23 X Y 200507110107A 2.45 338 46 144 95 65 50 1.995 23 200507110107A
96.88 0.77 44 1.30 -1.15 -0.16 0.69 0.15 0.73 23 X Y 200507110659A 0.77 317 38 120 100 58 69 1.597 23 200507110659A
97.00 0.93 22 1.18 -0.55 -0.64 1.47 -1.46 0.83 24 X Y 200507111436A 0.93 319 16 94 135 74 89 2.447 24 200507111436A
94.30 7.56 14 -1.46 -1.14 2.60 -0.81 -1.24 1.68 23 X Y 200507151250A 7.56 161 45 -153 51 71 -48 2.894 23 200507151250A
96.12 4.07 19 -1.52 -1.66 3.18 1.70 0.52 5.49 23 X Y 200507210142A 4.07 348 72 -175 257 85 -18 6.277 23 200507210142A
94.52 2.45 12 2.34 -0.86 -1.48 0.48 0.17 0.73 23 X Y 200507220702A 2.45 336 44 104 137 48 77 2.199 23 200507220702A
96.97 2.27 15 -0.25 -0.07 0.32 5.55 -3.69 -0.22 23 X Y 200507220950A 2.27 189 3 -25 304 89 -92 6.675 23 200507220950A
94.37 5.45 32 1.73 0.15 -1.88 0.89 -2.39 0.97 23 X Y 200507230044A 5.45 336 19 87 160 71 91 3.240 23 200507230044A
93.09 5.22 18 -0.98 -1.06 2.04 0.09 -1.14 -1.98 23 X Y 200507230503A 5.22 109 64 -174 16 84 -27 2.736 23 200507230503A
94.47 5.03 47 0.90 -0.26 -0.64 0.49 -0.34 0.44 24 X Y 200507232253A 5.03 338 31 110 135 62 78 1.095 24 200507232253A
91.88 7.92 12 0.02 -0.72 0.70 -0.31 0.13 -0.41 27 X Y 200507241542A 7.92 29 68 -2 120 89 -158 0.888 27 200507241542A
92.07 7.79 12 -1.23 -1.74 2.98 1.21 -1.64 -3.01 23 X Y 200507250217A 7.79 201 68 3 110 87 158 4.188 23 200507250217A
91.92 8.11 12 -2.11 -0.81 2.91 1.51 -1.88 -0.03 24 X Y 200507250326A 8.11 207 33 -41 333 69 -116 3.549 24 200507250326A
92.22 7.85 12 -0.07 -0.69 0.76 -0.26 -0.24 -0.19 24 X Y 200507251243A 7.85 129 65 -174 36 85 -25 0.834 24 200507251243A
96.50 0.94 12 0.56 -0.28 -0.28 0.61 -0.76 0.35 24 X Y 200507251602A 0.94 308 16 78 141 74 93 1.137 24 200507251602A
97.08 1.75 41 1.98 -2.65 0.67 1.14 -0.44 2.73 23 X Y 200507260138A 1.75 339 51 153 87 69 42 3.396 23 200507260138A
91.56 8.44 12 -1.07 0.02 1.05 0.63 0.07 0.29 24 X Y 200507260632A 8.44 353 44 -126 218 56 -61 1.259 24 200507260632A
96.04 2.52 34 1.19 -1.14 -0.04 0.85 -0.54 1.21 23 X Y 200507271357A 2.52 303 29 91 122 61 90 1.851 23 200507271357A
93.73 3.28 19 1.04 -0.37 -0.66 -0.46 0.19 0.31 23 X Y 200507271405A 3.28 157 34 109 314 58 77 1.067 23 200507271405A
93.76 3.43 12 1.66 -0.40 -1.26 -0.63 1.00 0.60 23 X Y 200507271605A 3.43 155 27 95 330 63 88 2.000 23 200507271605A
95.65 2.39 44 0.47 -1.13 0.66 0.74 -0.17 1.44 23 X Y 200507280243A 2.39 345 69 -178 255 89 -21 1.824 23 200507280243A
92.27 8.49 27 -0.04 -0.78 0.82 0.11 -0.20 -0.51 24 X Y 200507291227A 8.49 209 79 6 118 84 169 0.972 24 200507291227A
93.45 2.85 12 -0.95 -0.21 1.16 -0.28 -1.09 -1.30 24 X Y 200507292033A 2.85 112 46 -153 3 71 -48 2.010 24 200507292033A
97.13 0.91 26 0.37 -0.05 -0.33 0.70 -0.78 0.24 24 X Y 200507300036A 0.91 346 12 118 138 79 84 1.127 24 200507300036A
92.01 7.61 21 -4.07 0.65 3.42 -4.27 -2.64 0.46 23 X Y 200507301224A 7.61 181 23 -131 45 73 -74 6.116 23 200507301224A
94.32 5.16 31 2.73 -0.16 -2.57 4.31 -3.51 1.57 24 X Y 200507301513A 5.16 356 18 133 132 77 77 6.356 24 200507301513A
97.39 0.26 22 -1.18 0.49 0.69 -0.94 -0.59 -0.76 23 X Y 200507302117A 0.26 345 48 -45 109 58 -129 1.632 23 200507302117A
97.55 0.08 24 2.50 -2.28 -0.22 3.61 -3.05 2.50 23 X Y 200507311218A 0.08 291 18 71 131 73 96 5.733 23 200507311218A
97.67 0.39 38 2.13 -1.66 -0.47 1.50 -0.89 2.70 23 X Y 200507311237A 0.39 327 32 116 117 61 75 3.474 23 200507311237A
97.35 1.41 32 0.70 -0.27 -0.43 0.52 -0.15 1.05 23 X Y 200508011317A 1.41 354 47 148 106 67 48 1.269 23 200508011317A
94.25 5.22 35 2.71 -0.94 -1.77 0.90 -0.85 1.81 23 X Y 200508022056A 5.22 326 34 97 138 56 86 3.211 23 200508022056A
92.58 6.68 12 1.54 -0.03 -1.51 0.03 -0.27 0.40 24 X Y 200508032343A 6.68 344 40 88 167 50 92 1.598 24 200508032343A
94.33 7.78 24 -0.27 -1.19 1.46 -0.25 -0.49 0.66 24 X Y 200508091122A 7.78 147 74 175 239 85 16 1.557 24 200508091122A
94.00 2.92 12 1.24 -0.47 -0.77 0.32 0.10 0.52 23 X Y 200508110121A 2.92 335 44 109 130 49 73 1.241 23 200508110121A
96.95 1.20 22 2.64 -1.10 -1.53 2.54 -2.60 1.93 23 X Y 200508131827A 1.20 321 20 95 136 70 88 4.681 23 200508131827A
94.58 5.13 62 1.46 -0.85 -0.62 0.43 -0.51 1.02 23 X Y 200508260036A 5.13 307 34 83 136 56 95 1.744 23 200508260036A
96.80 1.93 32 1.69 -0.57 -1.11 0.39 -0.25 0.40 23 X Y 200508260607A 1.93 337 38 99 145 53 83 1.571 23 200508260607A
94.57 5.30 43 0.76 -0.37 -0.39 0.52 -0.40 0.60 24 X Y 200508280443A 5.30 323 27 102 130 64 84 1.093 24 200508280443A
97.08 1.40 23 2.78 -1.30 -1.49 1.91 -1.86 2.30 23 X Y 200508280534A 1.40 319 25 94 135 65 88 4.195 23 200508280534A
95.17 4.31 14 -1.88 0.70 1.18 0.38 1.01 1.00 23 X Y 200508281409A 4.31 47 32 -75 210 60 -99 2.208 23 200508281409A
97.48 0.16 23 0.73 -0.38 -0.36 0.69 -0.75 0.39 24 X Y 200508291740A 0.16 312 18 85 137 72 92 1.260 24 200508291740A
95.80 5.33 28 -1.77 -0.08 1.86 -0.53 0.38 -0.38 23 X Y 200508310720A 5.33 3 40 -68 156 54 -107 1.966 23 200508310720A
94.63 4.77 51 4.30 -1.88 -2.43 2.17 -1.22 2.35 23 X Y 200509011642A 4.77 328 32 106 129 60 80 5.067 23 200509011642A
